,Player,All_NBA,All.Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes.Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes.per.Game,Points.per.Game,TRB.per.game,Assits.per.Game,Win.Share,WS_per_game,BPM,VORP,Executive,Tenure,Exec_ID,Exec_draft_exp,attend_college,first_year,second_year,third_year,fourth_year,fifth_year
122,James Cotton,0,0,1997,32,DEN,"California State University, Long Beach",2,19,92,49,16,0,0.359,0,0.778,4.8,2.6,0.8,0,0,0.008,-14.7,-0.3,Allan Bristow,357 days 00:00:00.000000000,3,3,1,0,0,0,0,0
123,Jason Lawson,0,0,1997,41,DEN,Villanova University,1,17,80,26,27,5,0.6,0,0.8,4.7,1.5,1.6,0.3,0.5,0.28,4.8,0.1,Allan Bristow,357 days 00:00:00.000000000,3,3,1,0,0,0,0,0
124,J.R. Smith,0,0,2004,18,NOH,0,12,839,22543,11044,2702,1850,0.423,0.375,0.734,26.9,13.2,3.2,2.2,44.3,0.094,0.5,14.3,Allan Bristow,471 days 00:00:00.000000000,3,4,0,0,0,0,0,0
125,Tim Pickett,0,0,2004,44,NOH,Florida State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allan Bristow,471 days 00:00:00.000000000,3,4,1,0,0,0,0,0
126,Chris Paul,8,9,2005,4,NOH,Wake Forest University,11,773,27725,14506,3380,7688,0.473,0.365,0.864,35.9,18.8,4.4,9.9,144.1,0.249,7.5,66.4,Allan Bristow,471 days 00:00:00.000000000,3,5,1,0,0,0,0,0
127,Brandon Bass,0,0,2005,33,NOH,Louisiana State University,11,706,15833,6283,3319,587,0.496,0.2,0.829,22.4,8.9,4.7,0.8,40.6,0.123,-1.1,3.5,Allan Bristow,471 days 00:00:00.000000000,3,5,1,0,0,0,0,0
128,Dikembe Mutombo,3,8,1991,4,DEN,Georgetown University,18,1196,36791,11729,12359,1240,0.518,0,0.684,30.8,9.8,10.3,1,117,0.153,2.1,38.2,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,1,1,0,0,0,0,0
129,Mark Macon,0,0,1991,8,DEN,Temple University,6,251,5018,1685,467,428,0.384,0.27,0.735,20,6.7,1.9,1.7,0.1,0.001,-3.2,-1.5,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,1,1,0,0,0,0,0
130,LaPhonso Ellis,0,0,1992,5,DEN,University of Notre Dame,11,624,17616,7410,4032,981,0.452,0.302,0.73,28.2,11.9,6.5,1.6,32.8,0.089,-0.4,7.1,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,2,1,0,0,0,0,0
131,Bryant Stith,0,0,1992,13,DEN,University of Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841,28,10.1,3.4,2,29.5,0.086,-0.6,5.8,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,2,1,0,0,0,0,0
132,Robert Werdann,0,0,1992,46,DEN,St. John's University,3,47,273,101,81,9,0.378,0,0.574,5.8,2.1,1.7,0.2,0.1,0.026,-6,-0.3,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,2,1,0,0,0,0,0
133,Rodney Rogers,0,0,1993,9,DEN,Wake Forest University,12,866,21873,9468,3881,1722,0.451,0.347,0.69,25.3,10.9,4.5,2,38.8,0.085,0.5,13.8,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,3,1,0,0,0,0,0
134,Josh Grant,0,0,1993,43,DEN,University of Utah,1,53,382,157,89,24,0.404,0.279,0.759,7.2,3,1.7,0.5,0.5,0.06,-2.8,-0.1,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,3,1,0,0,0,0,0
135,Jalen Rose,0,0,1994,13,DEN,University of Michigan,13,923,27925,13220,3193,3527,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.3,11.9,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,4,1,0,0,0,0,0
136,Brent Barry,0,0,1995,15,DEN,Oregon State University,14,912,23643,8488,2780,2892,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.2,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,5,1,0,0,0,0,0
137,Anthony Pelle,0,0,1995,44,DEN,"California State University, Fresno",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,5,1,0,0,0,0,0
138,Efthimi Rentzias,0,0,1996,23,DEN,0,1,35,144,52,26,7,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058,-4.7,-0.1,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,6,0,0,0,0,0,0
139,Jeff McInnis,0,0,1996,37,DEN,University of North Carolina,11,576,15927,5396,1170,2514,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,-2.6,-2.5,Bernie Bickerstaff,2406 days 00:00:00.000000000,4,6,1,0,0,0,0,0
140,Emeka Okafor,0,0,2004,2,CHA,University of Connecticut,9,590,18702,7256,5847,512,0.512,0,0.584,31.7,12.3,9.9,0.9,44.3,0.114,-0.4,7.5,Bernie Bickerstaff,1323 days 00:00:00.000000000,4,7,1,0,0,0,0,0
141,Bernard Robinson,0,0,2004,45,CHA,University of Michigan,3,128,1909,576,315,126,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049,-2,0,Bernie Bickerstaff,1323 days 00:00:00.000000000,4,7,1,0,0,0,0,0
142,Raymond Felton,0,0,2005,5,CHA,University of North Carolina,11,776,25385,9608,2459,4650,0.412,0.327,0.789,32.7,12.4,3.2,6,35.3,0.067,-0.4,10,Bernie Bickerstaff,1323 days 00:00:00.000000000,4,8,1,0,0,0,0,0
143,Sean May,0,0,2005,13,CHA,University of North Carolina,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2,Bernie Bickerstaff,1323 days 00:00:00.000000000,4,8,1,0,0,0,0,0
144,Adam Morrison,0,0,2006,3,CHA,Gonzaga University,3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9,Bernie Bickerstaff,1323 days 00:00:00.000000000,4,9,1,0,0,0,0,0
145,Ryan Hollins,0,0,2006,50,CHA,"University of California, Los Angeles",10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-2.6,-1,Bernie Bickerstaff,1323 days 00:00:00.000000000,4,9,1,0,0,0,0,0
146,Jacky Dorsey,0,0,1976,26,UTA,University of Georgia,3,60,449,143,141,16,0.389,0,0.544,7.5,2.4,2.4,0.3,0.3,0.031,-6.2,-0.5,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
147,Steve Copp,0,0,1976,42,UTA,San Diego State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
148,John Service,0,0,1976,58,UTA,"University of California, Santa Barbara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
149,Paul Griffin,0,0,1976,74,UTA,Western Michigan University,7,480,10053,2443,2650,1116,0.505,0,0.692,20.9,5.1,5.5,2.3,19.6,0.094,1.6,9.1,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
150,Barnard Tomlin,0,0,1976,94,UTA,Hofstra University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
151,Andy Walker,0,0,1976,111,UTA,Niagara University,1,40,438,180,75,32,0.462,0,0.766,11,4.5,1.9,0.8,0.7,0.081,-2.4,0,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
152,Richard Bryant,0,0,1976,128,UTA,Texas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
153,Calvin Robinson,0,0,1976,148,UTA,Mississippi Valley State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
154,Art Johnson,0,0,1976,164,UTA,Iowa State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Bertka,881 days 00:00:00.000000000,5,1,1,0,0,0,0,0
155,Greg Kelser,0,0,1979,4,DET,Michigan State University,6,305,6032,2961,1402,411,0.486,0.167,0.686,19.8,9.7,4.6,1.3,8.6,0.069,-0.8,1.9,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
156,Roy Hamilton,0,0,1979,10,DET,"University of California, Los Angeles",2,73,1121,336,110,192,0.4,0,0.684,15.4,4.6,1.5,2.6,-0.4,-0.017,-5.8,-1.1,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
157,Phil Hubbard,0,0,1979,15,DET,University of Michigan,10,665,15863,7228,3538,857,0.495,0.038,0.706,23.9,10.9,5.3,1.3,29,0.088,-0.7,5.3,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
158,Tony Price,0,0,1979,29,DET,University of Pennsylvania,1,5,29,4,0,3,0.286,0,0,5.8,0.8,0,0.6,-0.1,-0.089,-10.6,-0.1,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
159,Terry Duerod,0,0,1979,48,DET,University of Detroit Mercy,4,143,1977,961,160,170,0.462,0.329,0.672,13.8,6.7,1.1,1.2,1,0.023,-4.9,-1.5,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
160,Flintie Ray Williams,0,0,1979,92,DET,"University of Nevada, Las Vegas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
161,Truman Claytor,0,0,1979,111,DET,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
162,Ken Jones,0,0,1979,132,DET,Saint Mary's College of California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
163,Rodney Lee,0,0,1979,150,DET,University of Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
164,Val Bracey,0,0,1979,170,DET,Central Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
165,Willie Polk,0,0,1979,187,DET,Grand Canyon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Davidson,515 days 00:00:00.000000000,6,1,1,0,0,0,0,0
166,Chuckie Williams,0,0,1976,15,CLE,Kansas State University,1,22,65,37,4,7,0.298,0,0.75,3,1.7,0.2,0.3,-0.2,-0.137,-11.5,-0.2,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
167,Mo Howard,0,0,1976,32,CLE,University of Maryland,1,32,345,152,39,42,0.485,0,0.686,10.8,4.8,1.2,1.3,0.6,0.084,-0.5,0.1,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
168,Gary Cole,0,0,1976,50,CLE,University of Wisconsin-Parkside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
169,John Engles,0,0,1976,66,CLE,University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
170,Edmund Lawrence,0,0,1976,84,CLE,McNeese State University,1,3,19,12,4,1,0.625,0,0.5,6.3,4,1.3,0.3,0.1,0.201,1,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
171,Harry Davis,0,0,1976,102,CLE,Morris Brown College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
172,Johnny Britt,0,0,1976,120,CLE,Western Kentucky University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
173,Dale Koehler,0,0,1976,123,CLE,University of Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
174,Tim Sisneros,0,0,1976,138,CLE,Middle Tennessee State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
175,Elisha McSweeney,0,0,1976,171,CLE,"Minnesota State University, Mankato",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,1,1,0,0,0,0,0
176,Eddie Jordan,0,0,1977,33,CLE,Rutgers University,7,420,8507,3414,788,1595,0.414,0.224,0.763,20.3,8.1,1.9,3.8,8.8,0.05,-1.1,1.9,Bill Fitch,2218 days 00:00:00.000000000,7,2,1,0,0,0,0,0
177,Steve Grote,0,0,1977,55,CLE,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,2,1,0,0,0,0,0
178,Melvin Jones,0,0,1977,77,CLE,West Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,2,1,0,0,0,0,0
179,Al Smith,0,0,1977,99,CLE,Jackson State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,2,1,0,0,0,0,0
180,Ron Cox,0,0,1977,121,CLE,Eastern Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,2,1,0,0,0,0,0
181,Bob Riddle,0,0,1977,141,CLE,Eastern Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,2,1,0,0,0,0,0
182,Tom Cutter,0,0,1977,160,CLE,Western Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,2,1,0,0,0,0,0
183,Harry Davis,0,0,1978,33,CLE,Florida State University,2,44,424,175,72,16,0.436,0,0.689,9.6,4,1.6,0.4,0.3,0.033,-5.4,-0.4,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
184,Mike Mitchell,0,0,1978,15,CLE,Auburn University,10,759,24537,15016,4246,1010,0.493,0.216,0.779,32.3,19.8,5.6,1.3,50.2,0.098,-1.9,0.4,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
185,Ken Higgs,0,0,1978,57,CLE,Louisiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
186,Stan Rome,0,0,1978,78,CLE,Clemson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
187,Ken Koenigs,0,0,1978,99,CLE,University of Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
188,Ron Bell,0,0,1978,123,CLE,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
189,Roland Martin,0,0,1978,161,CLE,Missouri Southern State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
190,Steve Bayless,0,0,1978,180,CLE,Central State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
191,Gary Winston,0,0,1978,194,CLE,United States Military Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,3,1,0,0,0,0,0
192,Bruce Flowers,0,0,1979,26,CLE,University of Notre Dame,1,53,699,261,180,47,0.534,0,0.774,13.2,4.9,3.4,0.9,1.7,0.119,0.1,0.4,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
193,Bill Laimbeer,0,0,1979,65,CLE,University of Notre Dame,14,1068,33956,13790,10400,2184,0.498,0.326,0.837,31.8,12.9,9.7,2,105.6,0.149,2,34.4,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
194,Rick Swing,0,0,1979,70,CLE,The Citadel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
195,Matt Simpkins,0,0,1979,91,CLE,Georgia Southern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
196,Joe Manning,0,0,1979,112,CLE,University of North Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
197,Steve Skaggs,0,0,1979,131,CLE,Ohio University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
198,Tim Joyce,0,0,1979,169,CLE,Ohio University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
199,Terry Peavy,0,0,1979,188,CLE,Point Park University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Fitch,2218 days 00:00:00.000000000,7,4,1,0,0,0,0,0
200,Dennis Johnson,2,5,1976,29,OKC,Pepperdine University,14,1100,35954,15535,4249,5499,0.445,0.172,0.797,32.7,14.1,3.9,5,82.6,0.11,0.6,23.6,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
201,Bob Wilkerson,0,0,1976,11,OKC,Indiana University,7,536,14883,5424,2236,1835,0.425,0.167,0.751,27.8,10.1,4.2,3.4,8.2,0.027,-1.8,0.6,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
202,Bayard Forrest,0,0,1976,19,OKC,Grand Canyon University,2,139,2130,569,565,296,0.449,0,0.509,15.3,4.1,4.1,2.1,2.7,0.06,-0.8,0.6,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
203,Willie Parr,0,0,1976,63,OKC,LeMoyne-Owen College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
204,Robert Gray,0,0,1976,80,OKC,Wichita State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
205,Darrell Peterson,0,0,1976,98,OKC,Wake Forest University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
206,Mark Klein,0,0,1976,116,OKC,Malone College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
207,Norton Barnhill,0,0,1976,134,OKC,Washington State University,1,4,10,4,3,1,0.333,0,0,2.5,1,0.8,0.3,0,-0.198,-7.2,0,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
208,Ron Johnson,0,0,1976,151,OKC,North Carolina Agricultural and Technical State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
209,Ricky Lewis,0,0,1976,167,OKC,Alcorn State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Russell,1454 days 00:00:00.000000000,8,1,1,0,0,0,0,0
210,Ricky Berry,0,0,1988,18,SAC,San Jose State University,1,64,1406,706,197,80,0.45,0.406,0.789,22,11,3.1,1.3,2.4,0.083,-1.7,0.1,Bill Russell,652 days 00:00:00.000000000,8,2,1,0,0,0,0,0
211,Vinny Del Negro,0,0,1988,29,SAC,North Carolina State University,12,771,19211,7038,1810,2484,0.475,0.359,0.84,24.9,9.1,2.3,3.2,40.6,0.101,-1.1,4.5,Bill Russell,652 days 00:00:00.000000000,8,2,1,0,0,0,0,0
212,Pervis Ellison,0,0,1989,1,SAC,University of Louisville,11,474,11593,4494,3170,691,0.51,0.05,0.689,24.5,9.5,6.7,1.5,21.8,0.09,0.5,7.4,Bill Russell,652 days 00:00:00.000000000,8,3,1,0,0,0,0,0
213,Kenny Carr,0,0,1977,6,LAL,North Carolina State University,10,674,17167,7813,4999,923,0.51,0.079,0.684,25.5,11.6,7.4,1.4,33.6,0.094,-1.1,4,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
214,Brad Davis,0,0,1977,15,LAL,University of Maryland,15,961,22302,7866,1738,4709,0.51,0.321,0.828,23.2,8.2,1.8,4.9,53.6,0.115,-1.1,5.1,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
215,Norm Nixon,0,0,1977,22,LAL,Duquesne University,10,768,27250,12065,1991,6386,0.483,0.294,0.772,35.5,15.7,2.6,8.3,47.6,0.084,-1.3,5.1,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
216,James Edwards,0,0,1977,46,LAL,University of Washington,19,1168,28356,14862,6004,1499,0.495,0.048,0.698,24.3,12.7,5.1,1.3,59.7,0.101,-2,0.3,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
217,Tony Robertson,0,0,1977,88,LAL,West Virginia University,2,75,1003,409,80,107,0.435,0,0.694,13.4,5.5,1.1,1.4,0.4,0.02,-3.2,-0.3,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
218,John Robinson,0,0,1977,110,LAL,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
219,Grover Woolard,0,0,1977,131,LAL,Murray State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
220,Art Allen,0,0,1977,170,LAL,Pepperdine University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,1,1,0,0,0,0,0
221,Ron Carter,0,0,1978,26,LAL,Virginia Military Institute,2,59,449,176,64,34,0.429,0,0.623,7.6,3,1.1,0.6,-0.2,-0.017,-5.9,-0.4,Bill Sharman,2106 days 00:00:00.000000000,9,2,1,0,0,0,0,0
222,Lew Massey,0,0,1978,38,LAL,University of North Carolina at Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,2,1,0,0,0,0,0
223,Michael Cooper,0,0,1978,60,LAL,University of New Mexico,12,873,23635,7729,2769,3666,0.469,0.34,0.833,27.1,8.9,3.2,4.2,52.5,0.107,1,18.2,Bill Sharman,2106 days 00:00:00.000000000,9,2,1,0,0,0,0,0
224,Harold Robertson,0,0,1978,82,LAL,Lincoln University of Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,2,1,0,0,0,0,0
225,Carlos Terry,0,0,1978,104,LAL,Winston-Salem State University,3,94,1078,285,227,124,0.434,0,0.672,11.5,3,2.4,1.3,1.5,0.066,0.4,0.6,Bill Sharman,2106 days 00:00:00.000000000,9,2,1,0,0,0,0,0
226,Kim Stewart,0,0,1978,126,LAL,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,2,1,0,0,0,0,0
227,Larry Paige,0,0,1978,147,LAL,Colorado State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,2,1,0,0,0,0,0
228,Magic Johnson,10,12,1979,1,LAL,Michigan State University,13,906,33245,17707,6559,10141,0.52,0.303,0.848,36.7,19.5,7.2,11.2,155.8,0.225,7.2,77.4,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
229,Brad Holland,0,0,1979,14,LAL,"University of California, Los Angeles",3,93,686,293,59,63,0.403,0.19,0.746,7.4,3.2,0.6,0.7,0.4,0.026,-5,-0.5,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
230,Ollie Mack,0,0,1979,25,LAL,East Carolina University,3,128,2513,916,319,230,0.458,0,0.674,19.6,7.2,2.5,1.8,2.5,0.048,-1.9,0.1,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
231,Victor King,0,0,1979,39,LAL,Louisiana Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
232,Mark Young,0,0,1979,41,LAL,Fairfield University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
233,Walter Daniels,0,0,1979,60,LAL,University of Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
234,Ray White,0,0,1979,79,LAL,Mississippi State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
235,Ricky Reed,0,0,1979,81,LAL,Temple University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,3,1,0,0,0,0,0
236,Wayne Robinson,0,0,1980,31,LAL,Virginia Polytechnic Institute and State University,1,81,1592,643,294,112,0.46,0,0.729,19.7,7.9,3.6,1.4,1.7,0.052,-2.8,-0.3,Bill Sharman,2106 days 00:00:00.000000000,9,4,1,0,0,0,0,0
237,Butch Carter,0,0,1980,37,LAL,Indiana University,6,361,6814,3137,546,683,0.475,0.307,0.788,18.9,8.7,1.5,1.9,8.5,0.06,-2.5,-0.8,Bill Sharman,2106 days 00:00:00.000000000,9,4,1,0,0,0,0,0
238,Tony Jackson,0,0,1980,87,LAL,Florida State University,1,2,14,2,2,2,0.333,0,0,7,1,1,1,0,0.124,1.2,0,Bill Sharman,2106 days 00:00:00.000000000,9,4,1,0,0,0,0,0
239,Ron Baxter,0,0,1980,91,LAL,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,4,1,0,0,0,0,0
240,Odis Boddie,0,0,1980,137,LAL,University of North Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Sharman,2106 days 00:00:00.000000000,9,4,1,0,0,0,0,0
